Organism	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009915014164305949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020569620253164556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008488964346349745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09948032665181886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040571870170015456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01831421006178288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022433132010353754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.001455604075691412	0.0	0.0	0.00141643059490085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007911392405063292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006404391582799634	0.0	0.0010834236186348862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013870541611624834	0.01107011070110701	0.0	0.004807692307692308	0.0	0.0028116213683223993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012965964343598054	0.0	0.0	0.0	0.0	0.0	0.01925722145804677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011978361669242658	0.0	0.0	0.0	0.0009900990099009901	0.0	0.0	0.0	0.0	0.0	0.0018832391713747645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006840247131509268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024783147459727386	0.0	0.0	0.0	0.0	0.0	0.0	0.00025144581342720644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016844469399213925	0.0	0.0	0.0	0.0	0.0	0.0	0.0056179775280898875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001272264631043257	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.0	0.0	0.0	0.004552352048558422	0.0	0.0	0.0	0.0	0.0	0.05524079320113315	0.0	0.0	0.0	0.08347978910369068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10707456978967496	0.0	0.03270042194092827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21413043478260868	0.0	0.0008090614886731392	0.0	0.0	0.0	0.022300469483568074	0.0	0.11958568738229755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3705397987191217	0.0	0.0	0.0	0.0	0.023032629558541268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022151898734177215	0.0	0.0	0.0	0.0	0.0	0.0	0.3429355281207133	0.0	0.0	0.0	0.0	0.0	0.006779661016949152	0.3575949367088608	0.0	0.0	0.0	0.0010277492291880781	0.0	0.41013185287994447	0.0	0.21529324424647364	0.0	0.1955719557195572	0.001314060446780552	0.0	0.009474590869939707	0.0	0.0	0.000693000693000693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05019685039370079	0.0	0.008264462809917356	0.0	0.001375515818431912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0571870170015456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2693032015065913	0.006778566817301485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35613415710503094	0.0	0.0	0.06476094105742473	0.0	0.0007072135785007072	0.0	0.0	0.0	0.03593556381660471	0.0	0.0	0.0	0.0	0.0	0.0	0.0060346995222529546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21707818930041153	0.0	0.0	0.09287531806615776	0.0	0.0	0.0	0.0	0.0	0.1853932584269663	0.0	0.1945337620578778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07891332470892626	0.0	0.0	0.024158757549611734	0.0	0.0	0.2555970149253732	0.0	0.0	0.0	0.0	0.0	0.058524173027989825	0.0	0.0	0.0	0.0006060606060606061	0.001430615164520744	0.0	0.0006506180871828237	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	0.0	0.0	0.0212443095599393	0.00651890482398957	0.0	0.002911208151382824	0.0	0.0	0.02407932011331445	0.014492753623188406	0.01775147928994083	0.00245398773006135	0.005272407732864675	0.007534983853606028	0.01227830832196453	0.015139442231075698	0.013544018058690745	0.007712082262210797	0.0054585152838427945	0.011235955056179777	0.0	0.015296367112810707	0.10902255639097744	0.003164556962025316	0.03479036574487065	0.012487992315081652	0.004061738424045491	0.013771186440677968	0.0	0.07908163265306122	0.027689873417721517	0.0	0.0	0.0	0.0	0.015248796147672551	0.0032608695652173916	0.0	0.0	0.0	0.01592356687898089	0.010736196319018405	0.01408450704225352	0.02854230377166157	0.004708097928436911	0.0	0.0016835016835016834	0.0	0.0	0.016775396085740912	0.0017241379310344827	0.003852080123266564	0.0018298261665141812	0.0	0.0010834236186348862	0.030769230769230767	0.0	0.0710172744721689	0.029615004935834157	0.0010438413361169101	0.021929824561403508	0.000847457627118644	0.008893280632411068	0.0	0.016483516483516484	0.0	0.0	0.0379746835443038	0.035227272727272725	0.0681551116333725	0.0	0.0019646365422396855	0.0	0.0	0.009602194787379973	0.0	0.021222410865874362	0.0	0.0	0.0027881040892193307	0.0	0.0	0.0	0.020516717325227963	0.0	0.0010277492291880781	0.0	0.009715475364330326	0.020202020202020204	0.0007423904974016332	0.0	0.024600246002460024	0.0	0.004006410256410256	0.0	0.023430178069353328	0.0	0.0	0.0	0.00468384074941452	0.0	0.013779527559055118	0.0	0.0	0.020292207792207792	0.0	0.009541984732824428	0.04051863857374392	0.001838235294117647	0.05019685039370079	0.0	0.0011806375442739079	0.08754863813229573	0.03576341127922971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035046728971962616	0.0	0.03650254668930391	0.018547140649149925	0.05	0.021913190054782976	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.003766478342749529	0.02711426726920594	0.0	0.0	0.0016224986479177934	0.0004860267314702309	0.0	0.0	0.02081268582755203	0.0017652250661959398	0.0	0.0	0.0	0.024952015355086374	0.019801980198019802	0.0	0.0	0.03598971722365039	0.0	0.005447117566954153	0.0	0.09817495280050348	0.0	0.0	0.0	0.004274578828262509	0.0013422818791946308	0.001326259946949602	0.016666666666666666	0.019823788546255508	0.0	0.000693000693000693	0.0	0.13792276325257855	0.0	0.0	0.041666666666666664	0.0	0.0	0.020323325635103928	0.10352220520673813	0.0	0.0	0.003883495145631068	0.0	0.0	0.02577319587628866	0.0	0.0	0.01715686274509804	0.012004801920768306	0.011235955056179775	0.0	0.02572347266881029	0.00546448087431694	0.0	0.0	0.030303030303030304	0.0	0.0022271714922048997	0.0	0.0	0.011508951406649617	0.0	0.0	0.006657789613848202	0.014230271668822769	0.0	0.0	0.062122519413287315	0.02167487684729064	0.002898550724637681	0.002798507462686567	0.0	0.001447178002894356	0.005573248407643313	0.0	0.0023166023166023165	0.0	0.047655068078668684	0.04194078947368421	0.007017543859649123	0.0	0.004291845493562232	0.0020107238605898124	0.0	0.008465608465608466
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028684907325684027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__;o__;f__;g__	0.0	0.0012804097311139564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12889518413597734	0.006340579710144928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022471910112359553	0.0	0.0028680688336520078	0.0	0.003164556962025316	0.0053523639607493305	0.0019212295869356388	0.0008123476848090983	0.0	0.0	0.0	0.005537974683544304	0.0	0.0078125	0.0034965034965034965	0.0	0.0	0.0010869565217391304	0.0	0.0	0.0	0.0010615711252653928	0.003067484662576687	0.0	0.012232415902140675	0.002824858757062147	0.0	0.0	0.0	0.001076426264800861	0.0	0.0008620689655172414	0.0	0.0009149130832570906	0.0	0.0	0.0	0.0	0.003838771593090211	0.0	0.0	0.0	0.0	0.0009881422924901185	0.0	0.0	0.0	0.0	0.022151898734177215	0.005681818181818182	0.004700352526439483	0.0	0.0	0.0	0.0	0.0027434842249657062	0.0	0.03735144312393888	0.0	0.0	0.0	0.0	0.0	0.001004016064257028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000657030223390276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247320692497939	0.0	0.0	0.0	0.0	0.0	0.0028625954198473282	0.0	0.0	0.000984251968503937	0.0	0.0070838252656434475	0.0	0.08940852819807428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011111111111111112	0.0008428150021070375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033097969991173876	0.0	0.0	0.0	0.0009596928982725527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037759597230962874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011993283761093788	0.0	0.0	0.016666666666666666	0.0	0.0	0.0	0.010719754977029098	0.0	0.0	0.0	0.0	0.0	0.007731958762886598	0.0	0.0	0.0	0.0	0.0	0.0	0.003215434083601286	0.00546448087431694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001725625539257981	0.0	0.005797101449275362	0.0	0.0	0.0	0.0015923566878980893	0.0015337423312883436	0.0	0.0267175572519084	0.0015128593040847202	0.07154605263157894	0.0014035087719298245	0.0	0.21888412017167383	0.0	0.0	0.0010582010582010583
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI;g__Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010869565217391304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000835421888053467	0.0	0.0	0.0	0.0	0.0	0.0	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026954177897574125	0.0	0.0	0.0	0.00027909572983533354	0.0	0.0	0.0	0.0	0.0	0.0008428150021070375	0.0	0.0	0.0	0.0	0.0020491803278688526	0.0006255864873318737	0.0	0.0	0.0	0.0	0.0	0.0005408328826392645	0.0	0.0	0.0	0.0	0.00176522506619594	0.0020463847203274215	0.0	0.0	0.0	0.0	0.005309734513274336	0.0004714757190004715	0.0	0.0	0.0	0.0005714285714285715	0.0	0.0005614823133071309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004409171075837742	0.000231000231000231	0.0	0.0	0.0	0.0003495281370150297	0.0	0.0	0.0	0.00023094688221709007	0.00030627871362940275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14250000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6576271186440678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001375515818431912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025575447570332483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002109704641350211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21887550200803213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013315579227696406	0.0	0.0	0.0	0.012079378774805867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000999000999000999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008488964346349745	0.0015455950540958269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004798464491362764	0.0	0.0	0.0	0.0	0.0	0.0	0.002857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024390243902439024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.09752925877763328	0.0	0.0	0.0	0.0	0.002079002079002079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004092769440654843	0.0	0.0	0.0	0.0	0.0	0.0011210762331838565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303951367781155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02788339670468948	0.0	0.0	0.0	0.0023501762632197414	0.0029411764705882353	0.0	0.015384615384615385	0.0	0.0	0.0	0.0	0.024817518248175182	0.0	0.0	0.0	0.0	0.0	0.0	0.003770739064856712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04308202154101077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015860428231562252	0.0	0.0	0.0	0.0	0.004381161007667032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005445544554455445	0.3028169014084507	0.0019218449711723255	0.004098360655737705	0.0012511729746637473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000942951438000943	0.0	0.0	0.00045392646391284613	0.0	0.0	0.0039303761931499155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051440329218107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007722007722007722	0.0	0.0	0.0	0.0	0.0	0.0	0.010053619302949061	0.0006506180871828237	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus	0.0	0.0012804097311139564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015936254980079682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009765625	0.0	0.0	0.0	0.0	0.0	0.0008090614886731392	0.0	0.0010615711252653928	0.0	0.0	0.0	0.0	0.0013404825737265416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038461538461538464	0.0	0.0	0.0008992805755395684	0.0	0.0	0.0	0.0	0.006779661016949152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003942181340341655	0.0	0.0	0.0	0.0	0.000693000693000693	0.0021201413427561835	0.0	0.00247320692497939	0.0	0.0008361204013377926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015860428231562252	0.0	0.0	0.0	0.0008888888888888889	0.0	0.0026954177897574125	0.0	0.0	0.0	0.0005581914596706671	0.0003894080996884735	0.002932551319648094	0.0	0.0003863987635239567	0.0	0.00042140750105351877	0.0076726342710997444	0.0004950495049504951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009689922480620155	0.0002477700693756194	0.0	0.0	0.0	0.0005059448520111307	0.0009596928982725527	0.0	0.005309734513274336	0.0004714757190004715	0.0	0.0	0.0	0.0025714285714285713	0.0	0.0	0.0028213166144200625	0.0	0.0	0.0	0.002652519893899204	0.0	0.0	0.001763668430335097	0.001848001848001848	0.0002847380410022779	0.0	0.0014336917562724014	0.0	0.0	0.0	0.0	0.00046189376443418013	0.0	0.0	0.0	0.003883495145631068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
