dataset_name	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.0	0.0	0.00321	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0005	0.0	0.0	0.0	0.00132	0.0	0.00037	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.00093	0.00057	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.01402	0.00041	0.00429	0.01684	0.0	0.00611	0.0	0.0	0.00744	0.0	0.0	0.0	0.00325	0.0	0.00696	0.00222	0.0	0.00164	0.0	0.0	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.20189	0.31629	0.08751	0.0	0.0	0.0	0.00072	0.0	0.00207	0.0	0.00407	0.0	0.00187	0.0	0.02491	0.01874	0.00083	0.00994	0.01624	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.0	0.00175	0.0	0.0	0.00185	0.0	0.0	0.0	0.00462	0.00551	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.00044	0.04067	0.0	0.0	0.0	0.0	0.0	0.0	0.00579	0.0	0.0	0.00063	0.0	0.0	0.00033	0.0	0.00928	0.04156	0.00194	0.00261	0.0	0.05681	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.05719	0.00341	0.03923	0.0178	0.00045	0.0223	0.00395	0.0	0.00335	0.11221	0.00566	0.02274	0.00012	0.0	0.11925	0.2142	0.0	0.36125	0.02512	0.0	0.01682	0.03687	0.09392	0.01704	0.12695	0.23835	0.07534	0.0	0.0	0.0	0.03978	0.07835	0.20489	0.01219	0.0	0.04566	0.00042	0.00155	0.31886	0.09243	0.24568	0.09187	0.26478	0.38535	0.22401	0.05127	0.02223	0.07006	0.01914	0.04057	0.07202	0.05161	0.06333	0.01416	0.02825	0.03954	0.00369	0.15821	0.0439	0.10045	0.04295	0.23644	0.06268	0.00119	0.00298	0.01735	0.0	0.0259	0.0	0.0988	0.11596	0.05684
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00431	0.0	0.00701	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.01104	0.03665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.01279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.00024	0.01808	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.01082	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.00078	0.00694	0.00183	0.004	0.00083	0.0	0.0	0.0057	0.00155	0.00241	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0219	0.00247	0.0	0.0	0.00144	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.28589	0.04166	0.38668	0.29221	3.76421	0.08775	0.17769	0.01457	1.4943	0.0206	0.0	0.0	0.02487	0.12501	0.02226	0.01945	0.05697	0.25397	0.01883	0.0	0.03139	0.03952	0.1676	0.06125	4.39343	9.61937	3.61718	56.77464	56.0464	30.83624	0.12817	0.01148	0.02296	0.28324	0.11467	0.01348	0.18107	0.00334	0.10633	0.05361	0.08418	0.04621	0.03085	0.00933	0.02557	0.0	0.0	0.0	0.61832	1.29505	0.17714	0.0	0.0	0.0	0.00265	0.0	0.0608	0.05064	0.09303	0.00908	0.07592	0.06363	0.05731	0.35226	1.11331	0.26075	0.32542	0.17918	0.04029	0.09989	0.12727	0.26427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.00393	0.0	0.0	0.11596	0.02181	0.04964	2.98661	0.02654	0.0	0.00775	0.0	0.0	0.0	0.0	0.0	0.09983	8e-05	0.0	0.0	0.0	0.00134	0.09672	0.0	0.02355	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.00741	0.01041	0.00289	0.05459	0.00053	0.0	0.0	0.0	0.00024	7e-05	0.0	0.0	0.00142	0.09187	0.21272	0.00494	0.0	0.00027	0.0	0.0	0.08883	0.0	0.0	0.00201	0.01313	0.01381	0.00423	5e-05	0.00766	0.00701	0.0	0.0	0.0	0.0	0.01813	0.02056	0.00928	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00168	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.00105	0.0	0.00338	0.0	0.00036	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.02817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02621	0.02425	0.0	0.01125	0.04037	0.00906	0.01529	0.01227	0.00501	0.00137	0.00273	0.00242	0.0	0.0	0.0	6.86247	2.3246	0.0	0.00067	0.00423	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.17801	0.91236	0.1504	0.02391	0.01083	0.0501	1.09083	0.0	0.20223	0.12174	0.04737	0.01793	0.00303	0.03312	0.0	0.00231	0.04876	0.02605	0.12015	0.00237	0.09631	0.03697	0.0	0.0	0.20872	1.84016	0.05703	0.25084	0.15973	0.0149	0.05294	0.0	1.61143	0.3428	0.80986	3.7828	0.16052	1.27556	0.14342	0.9637	2.14632	0.27881	0.02281	0.01849	0.00967	0.06099	0.04971	0.23928	0.05823	0.05315	0.01049	0.13052	3.10513	0.09024	0.0	0.0	0.0	0.0	0.0	0.0	0.13881	0.34005	0.03124	0.01518	0.04883	0.02623	0.0	0.0	0.0	0.08179	0.06795	0.42355
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.05969	0.03466	0.14046	0.08766	0.11148	0.07075	0.65855	0.0	0.2868	0.0733	0.07473	0.03034	0.11998	0.17819	0.1071	0.06992	0.01716	0.11503	0.0505	0.13159	0.10327	0.10677	0.12691	0.12814	0.03459	0.07479	0.00858	1.60549	1.11674	0.34677	0.00094	0.0	0.0	0.13269	0.04707	0.12925	0.19676	0.01601	0.26354	0.11256	0.06628	0.02254	0.01156	0.01575	0.00434	0.01213	0.0088	0.058	0.14654	0.25857	0.0605	0.0683	0.17813	0.09058	0.0067	0.0	0.0	0.164	0.00233	0.0	0.38673	0.22076	0.13698	0.04833	0.03968	0.01865	0.01458	0.02311	0.02405	0.01155	0.00973	0.39877
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.0	0.0	0.0	0.0	0.0	0.03105	0.0203	0.0	0.00818	0.05888	0.01318	0.04335	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18116	0.0	0.6479	0.25256	0.00335	0.1921	0.0309	0.04351	0.01064	0.0	0.0	0.0	0.0	0.0	0.01489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04418	0.73025	0.0091	0.0	0.0	0.0	0.14489	0.2218	0.0361	0.0	0.0	0.0	0.04844	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.00575	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	0.53379	0.44339	7.81938	0.15119	0.0	0.36385	4.90082	0.0	14.34465	0.40293	0.3398	0.56563	0.33367	0.10571	1.26443	3.18918	0.14466	0.80902	0.30297	0.39674	2.80513	0.17776	0.00713	0.14591	2.34365	1.03067	1.02598	0.04653	0.11153	0.78423	0.05963	0.0	0.35018	0.1438	0.06696	0.17038	1.49095	0.0	1.75265	28.28287	35.02471	20.17141	1.65791	1.63474	2.73382	0.80124	0.67927	9.02049	1.67701	1.01956	7.13355	1.78397	0.72049	0.40944	0.0784	0.0	0.0042	0.13225	0.0088	0.03125	1.35182	0.63557	0.79207	2.08487	1.1251	0.99752	0.0243	0.05051	0.01233	0.00371	0.0	3.19968
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.02433	0.0	0.07096	0.00318	0.0	0.04341	0.05934	0.0	0.24581	0.03552	0.00435	0.0531	0.0	0.0	0.01352	0.01748	0.0	0.10159	0.01833	0.0	0.01545	0.04926	0.00018	0.03553	0.02224	0.0	0.00194	0.0	0.0	0.03288	0.21145	0.0	0.09978	0.00282	0.01139	0.01653	0.01208	0.0	0.04704	0.0792	0.1293	0.04055	0.16732	0.42752	0.0967	0.07847	0.03549	0.09446	0.05437	0.06256	0.07565	0.10202	0.0096	0.01872	0.00903	0.0	0.0279	0.09652	0.0	0.00322	0.05956	0.18282	0.08166	0.00472	0.00281	0.03369	0.10264	0.11109	0.01832	0.12924	0.0	0.07951
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.05822	0.0	0.0	0.0	0.0	0.0	0.55936	0.30454	0.19057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0401	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.00248	0.00354	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02334	0.05604	0.00741	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.45056	0.02074	0.10726	0.06301	0.18026	0.12013	0.38791	0.26088	0.21646	0.169	0.00863	0.07914	0.13512	0.02166	0.16813	0.30015	0.0025	0.12766	0.17515	0.08756	0.07324	0.25078	0.06761	0.13793	0.58311	0.01775	0.06326	0.0043	0.00841	0.2311	0.33109	0.45238	0.13672	0.54423	0.2009	0.44001	0.17565	0.03592	0.21875	0.2878	0.68835	0.32514	0.06421	0.22156	0.09341	0.08797	0.04978	0.15484	0.32524	0.54324	0.09327	0.05245	0.20191	0.0049	0.27193	0.01339	0.44482	0.2087	0.5892	0.53524	0.0709	0.32606	0.13993	0.01959	0.01647	0.04846	0.29119	1.9269	0.61639	0.06974	0.41534	0.59768
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18714	1.26234	0.11525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57497	9.45498	2.02176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.5127	0.13895	0.08938	0.05226	0.0	0.24356	0.07796	0.0	0.32706	0.085	0.00971	0.0532	0.63846	0.47455	0.55867	1.35592	0.01304	0.09329	0.01463	0.00398	0.03433	0.16791	0.00432	0.06104	0.22136	0.04863	0.11172	0.00564	0.01569	0.56212	0.11186	0.0	0.04135	0.14752	0.03532	0.02194	0.08945	0.0	0.07313	0.00186	0.01622	0.00049	5.99457	4.80309	2.16141	0.12417	0.07423	0.21074	0.02994	0.03937	0.04286	0.06568	0.05528	0.41065	0.7208	0.0	0.03882	0.03519	0.0216	0.01175	0.05387	0.1149	0.08234	0.37889	0.32576	2.19734	0.0	0.0	0.0	0.01324	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.1328	0.0	0.04251	0.05645	0.0	0.05027	0.06691	0.0	0.06087	0.62245	0.01773	0.1045	0.39388	0.25719	0.61713	0.11329	0.0	0.05922	0.08005	0.0	0.07831	0.15049	0.00349	0.06857	0.36465	0.02262	0.10282	0.0	0.0	0.07227	0.04958	0.0	0.0	0.1158	0.0089	0.08668	0.04996	0.0	0.08899	0.11998	0.09216	0.08108	0.07415	0.12101	0.04165	0.0628	0.02616	0.21855	0.10217	0.13471	0.07005	0.12474	0.02151	0.39062	0.09115	0.0	0.08556	0.35442	0.07383	0.13676	0.28328	0.8946	0.36278	0.13786	0.07688	0.13136	0.12106	0.46768	0.21287	0.09337	0.0053	0.1162
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.01123	0.07136	0.0041	0.0	0.0	0.1595	0.71998	0.11056	0.48983	0.02072	0.00256	0.00143	0.0	0.00186	0.0	0.0	0.01336	0.01405	0.00344	0.00107	0.005	0.02505	0.03332	0.00802	0.00564	0.03581	0.0	0.0	0.00278	0.00783	0.0	0.0	0.0	0.10184	0.21042	0.1306	0.00378	0.01415	0.00761	0.01082	0.30705	0.0033	0.0	0.0	0.0	0.00732	0.01409	0.00834	0.00328	0.0065	0.00212	0.0	0.05273	0.0	0.0	0.0	0.01627	0.05071	0.0	0.0	0.00338	0.02015	0.00353	0.0011	0.0	0.0	0.03085	0.03684	0.01117	0.0	0.03154	0.00766
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	0.09668	0.0	0.09953	0.05084	0.0	0.0	0.0	0.0	0.0	0.12979	0.0	0.17045	0.03004	0.0	0.13371	0.76795	0.0	0.19584	0.12173	0.0	0.09987	0.33103	0.0	0.35284	0.1272	0.0	0.09934	0.0	0.00355	0.13977	0.0196	0.0	0.09485	0.0	0.0	0.0	0.13012	0.0	0.02773	0.29439	0.59912	0.05192	0.41601	0.3	0.15823	0.05882	0.03245	0.05572	0.06664	0.05861	0.02601	0.09751	0.0	0.01605	0.01867	0.00556	0.02206	0.17577	0.0	0.00149	0.07462	0.06202	0.24857	0.18022	0.18822	0.16049	0.0	0.01179	0.04753	0.1959	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.15646	1.71514	0.05763	0.04311	3.94206	0.08327	0.52806	8.06181	0.57976	0.00635	0.11886	0.0	0.0	0.36337	0.00152	0.00458	1.1521	0.02468	0.05266	1.97219	0.03018	0.11806	2.33418	0.03461	0.06344	1.99419	0.00197	0.16452	0.1474	0.0	0.20086	9.13404	0.52112	0.27449	5.44501	0.21211	0.10079	2.01404	0.09142	0.08184	0.12694	0.03488	0.00088	0.00065	0.00316	0.15161	0.32994	0.01368	0.02004	0.02439	0.01002	0.0	0.25437	0.00251	0.00614	0.28941	0.07356	0.04433	0.22346	0.03509	0.04632	0.06216	0.03628	0.00688	0.00242	0.00274	0.03151	0.0638	0.0441	0.05817	1.21112	0.54371
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.26208	0.12363	1.83436	0.71615	0.0	0.0	3.54048	0.0	4.76649	1.46107	0.33394	0.02659	1.27345	0.09882	1.17153	0.0	0.0	0.0	0.10088	0.0	1.42697	0.26741	0.08405	0.71058	1.02348	0.0	0.40147	0.0	0.0	0.0	0.56791	0.0	0.02007	0.4206	0.0525	0.00393	0.0	0.0	0.0	0.0	0.00935	0.08063	6.17939	10.74968	2.60223	0.0	0.0	0.0	1.00783	0.01902	0.24984	1.07323	0.0	0.0	1.62585	0.0	0.47449	0.95052	0.1545	0.69047	2.42155	0.61812	1.52784	0.0	0.0	0.0	1.51354	0.73493	1.13352	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	3.72832	0.0	1.23528	0.14138	0.0	4.2291	0.0	0.0	0.14588	1.23203	0.0	2.46651	1.23571	0.0	1.05535	3.48496	0.0	0.34867	0.74754	0.40377	0.27981	2.00042	0.0	0.977	0.60539	0.0	0.26299	0.0	0.00145	0.46237	0.28739	0.0	0.0	0.00338	0.0	0.0	1.02135	0.0	2.16723	0.00115	0.00114	0.07515	2.30597	1.30458	0.95956	0.0009	0.00081	0.0	0.54776	0.3575	0.11835	0.12788	0.0	0.14671	0.17993	0.0	1.93532	1.20396	0.03966	0.44557	1.72975	2.73551	3.51021	2.80657	2.72149	1.69691	0.29216	1.33538	0.81728	0.28818	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01954	0.0	0.05767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Murimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	1.73254	0.07264	0.86456	4.28952	0.0	7.37954	0.53208	0.0	2.59052	1.30066	0.23778	1.16445	0.74143	0.16642	0.9945	4.65524	0.0	3.59638	1.90638	1.61343	0.92434	1.01624	0.00672	1.47652	3.57341	0.55548	1.54548	0.01126	0.03127	0.35432	0.93548	0.0	0.54917	0.31867	0.0	0.01021	4.57922	0.04153	2.28471	0.05929	0.16764	0.14803	6.01368	5.3074	1.48578	2.99518	1.86453	0.20475	4.50921	2.92774	5.42871	2.85206	0.46131	0.35661	0.43864	0.0	0.11025	0.93832	0.0	0.1086	0.7379	0.58341	2.41389	4.68854	2.22875	2.29904	0.37036	1.47566	0.0	1.7942	0.0	0.18727
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.00529	0.0004	0.0	0.01293	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02153	0.02381	0.0	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00758	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.01089	0.00663	0.0	0.0	0.01485
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	6.15871	0.01018	1.66844	1.68339	0.0	0.73207	0.83937	0.0	1.20102	1.61928	0.00349	0.7198	1.43266	1.83865	2.14793	1.16187	0.0	0.0	0.0	0.0	0.0	0.04487	0.0	0.24622	16.38298	5.45345	10.06283	0.00504	0.00762	0.04092	0.0	0.0	0.0	5.58347	0.05624	1.01205	1.4267	0.0	0.29861	8.56345	7.05833	1.68882	4.14328	2.08278	2.63132	2.91078	2.23711	0.63568	3.11666	5.97914	2.95467	1.34722	0.91009	2.2558	0.0	0.0	0.0	0.37402	0.0168	0.03308	0.54234	0.3305	1.21321	1.71086	1.43649	1.73343	0.0	0.0	0.0	0.0	0.0	0.0
