dataset_name	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018	WirbelJ_2018
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	0.0	0.0	0.0	0.0	0.00571	0.0	0.03413	0.00451	0.0	0.0	0.0	0.0019	0.0	0.72019	0.0	0.02468	0.0	0.01311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02061	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0	0.00214	0.0	0.0	0.00802	0.0	0.0	0.00475	0.00581	0.0	0.0	0.0	0.0	0.01843	0.01162	0.0	0.0045	0.0	0.00059	0.0	0.0	0.0	0.11629	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06744	0.0	0.0	0.0	0.0	0.04576	0.0	0.0	0.0	0.0	0.06637	0.0	0.01024	0.0	0.0	0.00053	0.0	0.0	0.00343	0.00118	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.00978	0.0	0.0008	0.00028
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella	2.63163	2.37551	0.70156	0.56337	1.02972	0.55382	0.96668	0.36133	1.78172	2.92155	0.17792	0.51536	0.0	1.07622	4.48643	4.67265	2.87236	0.88325	0.32665	2.21911	1.39681	1.40948	0.00092	0.0	0.08501	2.57353	0.71889	2.63329	0.4044	2.01117	0.24599	8.55915	0.4343	0.01219	0.01854	0.89373	1.85297	0.60999	0.38564	1.76952	1.17964	0.0032	0.30533	1.26783	0.00659	0.52113	1.46282	3.53392	3.4697	2.7246	1.92422	1.74778	4.4019	1.0682	1.43562	2.38993	16.25071	5.98173	1.36663	0.25432	0.93871	3.56198	0.0	7.16765	2.62035	0.0	0.0	1.11217	2.18044	0.01172	2.10091	4.77153	5.1095	6.14125	0.04824	0.2834	2.54012	0.04367	1.86119	4.29016	1.60946	2.71131	1.80098	0.0	0.98279	4.22921	1.95227	0.25113	0.1541	0.00643	0.49551	0.0	2.43901	0.7172	0.55313	0.0	0.47793	0.87349	1.71347	1.85826	1.04503	0.22626	0.34704	2.59849	8.24752	2.88596	4.26053	1.81025	4.55448	0.35352	0.85424	4.24311	0.82271	6.40902	0.01249	2.57391	1.36205	2.33956	0.0	5.20382	5.5926	0.3954	0.00538	2.1904	1.04039
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.0	0.05634	0.00351	0.00615	0.05733	0.00084	0.09405	0.0	0.00381	0.02901	0.0	0.006	0.0	0.90683	0.01084	0.05501	0.0	0.01169	0.0	0.00075	0.54129	0.01143	0.10439	0.0	0.0	0.11207	0.0	0.0	0.0	0.00428	0.0	0.01041	0.0	0.0	0.0	0.00247	0.00337	0.00506	0.0	0.02629	0.00089	0.0	0.0	0.0038	0.0	0.0	0.00269	0.01744	0.00096	0.0	0.0	0.00888	0.03146	0.0131	0.00799	0.01701	0.00751	0.13956	0.0	0.00072	0.0	0.03512	0.0	0.00244	0.00269	0.0	0.0	0.02729	0.02076	0.0	0.00062	0.00384	0.00126	0.03432	0.07551	0.02572	0.06695	0.0164	0.00551	0.0	0.01476	0.0024	0.0	0.07837	0.00102	0.00434	0.03175	0.00208	0.0	0.0	0.00233	0.0	0.02116	0.0	0.04074	0.0	0.00895	0.0	0.0	0.03689	0.00204	0.00254	0.00184	0.0	0.09059	0.00085	0.01793	0.0872	0.01029	0.00731	0.0	0.05324	0.00448	0.02826	0.0	0.0	0.13458	0.16581	0.09082	0.00283	0.01757	1.00537	0.195	0.01668	0.00491
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.11739	0.26992	0.00868	0.06026	0.11949	0.0481	0.0	0.0	0.0	0.03649	0.07124	0.0	0.13084	0.00847	0.00151	0.0	1.27882	0.00027	0.06314	0.17205	0.03899	0.21292	0.0	0.0	0.00324	0.08229	0.03722	0.04797	0.0	0.0	0.0	0.00057	0.0025	0.12089	0.01151	0.0	0.21456	0.00315	0.01698	0.0169	0.00788	0.03093	0.0	0.0	0.0	0.0176	0.0	0.02136	0.0	0.0	0.05473	0.05225	0.0	0.03984	0.02577	0.00685	1.73545	0.06187	0.0	0.00566	0.04377	0.03146	1.49868	0.63849	0.0	0.05165	0.04755	0.04023	0.1667	0.0	0.00077	0.07203	0.0313	0.12074	0.10649	0.08824	0.00124	0.03213	0.09195	0.07145	0.0	0.0	0.00512	0.02018	0.00535	0.02656	0.0	0.01215	0.2925	0.04569	0.00232	0.0	0.0	0.09162	0.07924	0.0	0.01595	0.09506	0.05038	0.0	0.01931	0.02732	0.01819	0.00852	0.00156	0.039	0.09008	0.06349	0.0	0.05112	0.05869	0.67673	0.05926	0.189	0.03689	0.0	0.0221	0.00887	0.2223	0.03523	0.00682	0.23798	0.03697	0.36227	0.41059
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.20141	0.51482	0.0115	0.14221	0.33363	0.03128	0.00521	0.0	0.0	0.05844	0.07141	0.0	0.24502	0.01044	0.00169	0.0	0.78579	0.0001	0.09077	0.29082	0.05236	0.78187	0.00099	0.0	0.00838	0.08323	0.04542	0.10317	0.0	0.00099	0.0	0.0	0.0	0.25132	0.01041	0.0	0.3212	0.004	0.05481	0.03605	0.02945	0.08171	0.00232	0.0	0.0	0.03325	0.0	0.00748	0.0	0.0	0.12541	0.08828	0.0	0.06637	0.02616	0.02534	1.17003	0.21484	0.0	0.0203	0.12284	0.04947	2.14398	0.24841	0.01021	0.08575	0.08047	0.19091	0.09614	0.00542	0.00058	0.13535	0.05129	0.1212	0.13636	0.1231	0.00133	0.09266	0.08038	0.15069	0.0	0.0	0.0269	0.02756	0.01337	0.10205	0.0	0.02016	0.26471	0.08057	0.01027	0.0	0.0	0.07672	0.06868	0.0	0.03732	0.07491	0.1619	0.0	0.01123	0.07224	0.05817	0.00736	0.00292	0.08348	0.21379	0.27729	0.0	0.06705	0.21688	1.13245	0.1007	0.24328	0.06145	0.0	0.09576	0.05702	0.64467	0.12241	0.01257	0.52367	0.09848	0.16509	0.29761
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.01348	0.07972	0.26516	0.02013	0.00317	0.01456	0.0	0.0	0.83845	0.0	0.06887	0.0	0.86559	0.0	0.37395	0.00266	0.75123	0.00805	0.0	0.05626	0.07074	0.15439	0.02878	0.28948	0.00198	0.0	0.02027	0.03153	0.0	0.0	0.4307	0.0	0.0	0.09251	0.0	0.07242	0.0	0.0	0.00614	0.02044	0.00894	0.12907	0.0	0.0	0.06714	0.0	0.0	0.0421	0.0	0.0	0.0	0.12417	0.0	0.0	0.0	0.0	0.66704	0.0	0.0	0.0	0.00177	0.0	0.03037	0.17686	0.0	0.21908	0.07781	0.0033	0.05942	0.03278	0.0	0.0	0.01138	0.0	0.0	0.0	0.0148	0.04626	0.00594	0.16016	0.0	0.0	0.0	0.03725	0.09851	0.07326	0.0	0.00985	0.05603	0.18253	0.02506	0.03335	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	0.0141	0.02636	0.2443	0.06356	0.0	0.0	0.00171	0.0367	0.15363	0.01964	0.00318	0.25424	0.01207	0.16249	0.21498	0.0	0.00076	0.0	0.13784	0.0	0.24277	0.00749	0.01382	0.20363	0.03975
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.00061	0.00757	0.00112	0.00656	0.00743	0.00018	0.0	0.0	0.0	0.0	0.00024	0.0	0.00202	0.0004	0.00091	0.0	0.02164	0.0	0.0	0.0061	0.00811	0.03041	0.0	0.00131	0.0	0.00438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.00071	0.00089	0.0	0.00084	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.00185	0.0	0.0	0.0	0.00221	0.0	0.0	0.00028	0.0	0.01842	0.00386	0.0	0.00014	0.0	0.0	0.03019	0.00841	0.0	0.00457	0.0028	0.00218	0.00067	0.0	0.0	0.0	0.0	0.00348	0.00279	0.00431	0.0	0.00415	0.00403	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.00088	0.0	0.0	0.0	0.0005	0.0	0.0	0.00025	0.0	0.0	0.0	0.01063	0.00164	0.00209	0.0	0.0	0.0	0.00032	0.00789	0.0	0.0068	0.00019	0.03501	0.00346	0.00912	0.00372	0.0	0.00282	0.0	0.00783	0.0	0.00229	0.01842	0.00534	0.01772	0.01569
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.01457	0.10475	0.0659	0.18716	0.0874	0.00213	0.0	0.0	0.13348	0.01579	0.01817	0.0	0.05905	0.0	0.0805	0.00158	1.84897	0.00182	0.0	0.01771	0.32416	0.21447	0.08622	0.04251	0.02392	0.01552	0.03475	0.00442	0.0	0.0	0.02648	0.0	0.0	0.036	0.0	0.01087	0.03935	0.01254	0.10983	0.00574	0.04418	0.07217	0.0	0.0	0.05425	0.0	0.0	0.01169	0.0	0.0	0.05732	0.03486	0.0	0.02514	0.00108	0.00777	0.39957	0.00446	0.0	0.00767	0.00851	0.0	0.82808	0.24654	0.0	0.03457	0.02285	0.04848	0.00992	0.00299	0.00082	0.0	0.0	0.01281	0.01148	0.04432	0.02201	0.18635	0.00665	0.0739	0.03267	0.0	0.0	0.00671	0.02735	0.22804	0.0011	0.01983	0.00047	0.05506	0.01417	0.0	0.0	0.07229	0.00388	0.0	0.01377	0.0	0.00739	0.0	0.02571	0.01195	0.03982	0.00378	0.0	0.00704	0.01542	0.06732	0.02477	0.00602	0.04846	1.09872	0.01228	0.20544	0.02647	0.0	0.00203	0.0	0.06099	0.02136	0.05254	0.05513	0.02488	0.11845	0.10467
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.00321	0.08493	0.0	2.15606	0.0	0.0	0.17596	0.00122	0.0	0.0	0.00684	0.0	0.21321	0.34849	0.31483	0.0	0.72086	0.05534	0.0	0.00293	0.00099	0.0	0.0	0.00248	2.35492	0.0	0.0	0.0	0.27833	0.0	0.42852	0.26596	0.0	0.40095	0.13211	0.0	0.26933	0.0	0.00046	0.0	0.0	0.22844	0.60022	0.0	0.0	0.59948	0.31136	0.54802	0.17176	0.0	0.50835	0.11928	0.0	0.0	0.08124	0.0	0.19186	0.0	0.01907	0.0	1.00979	0.0	0.0	0.25096	0.0008	0.0	0.0	0.0	0.0	0.41719	0.31033	0.13671	0.61503	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.48337	0.0	0.0	0.00959	0.0	0.32365	0.00819	0.0	0.0	0.0	0.0	2.276	0.0	0.0	0.0	0.0	0.0	0.82047	0.029	0.32172	0.0	0.00051	0.0	0.81219	0.42226	1.32124	0.0	0.0	0.15278	0.4347	0.00536	0.00133	0.0	0.00174	0.20844	0.69288	0.24412	0.0	0.0	0.00117	0.00275	0.0	0.00074	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidetes_unclassified.o__Bacteroidetes_unclassified.f__Bacteroidetes_unclassified.g__Bacteroidetes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	42.32226	2.0794	38.2163	34.27582	23.45979	31.25997	15.24247	18.31801	18.48506	16.85789	39.63561	25.60268	77.91846	18.0118	35.97392	29.33992	10.17756	7.23781	19.08776	20.3219	22.30209	16.85602	52.65874	32.44028	23.47656	22.60628	22.42881	45.93702	17.76445	3.18314	4.98454	8.09911	16.9803	27.02615	12.15184	11.47473	13.41003	10.55446	43.28821	22.44416	19.0388	42.70193	19.65814	0.0713	52.68834	6.2756	11.12626	16.98111	7.9056	16.93236	17.67284	23.76531	9.65634	37.03066	22.39679	4.58588	6.45424	24.92974	43.87597	36.85429	7.65393	7.92248	5.58739	11.86824	15.04725	9.7874	44.53503	16.80547	31.84178	14.30329	26.56997	31.48172	26.73604	25.39533	47.01902	32.6465	37.66095	25.92816	8.70695	22.02943	22.18061	4.83657	27.50338	17.36485	22.17397	42.60575	3.73197	39.90074	27.82354	13.1614	54.54219	61.65714	9.52376	16.77463	26.61765	58.36019	18.38184	11.80034	20.64787	14.13778	35.89422	7.27313	41.79702	9.00811	4.55925	3.20364	7.98264	37.75843	14.65548	38.26537	30.54684	16.47218	25.41015	8.98805	83.23284	17.14521	18.76664	27.30138	29.17841	9.05586	40.02929	20.72894	36.9342	21.18075	38.57395
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_unclassified.g__Bacteroidales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.29734	0.40267	0.0	0.0	1.28431	0.0	2.66015	0.11983	0.0	0.99102	0.0	1.05198	0.0	0.36518	0.43693	2.53909	0.89425	0.0	0.84214	1.1765	6.63053	1.66291	2.75177	0.0	2.32611	7.72607	7.03789	0.0	1.98461	0.06235	0.0	0.51404	0.90352	3.90883	0.78383	0.50621	0.53095	0.17233	0.25165	0.0	0.42684	0.0	0.5017	0.0	0.0	0.12723	0.14871	1.27946	0.0	1.9675	0.49561	5.05132	0.39614	2.72801	1.74399	0.22652	3.58711	0.49211	0.75407	2.78654	0.99744	0.71275	1.01447	2.00526	0.33466	0.0	0.0	2.65516	2.02136	0.59797	1.09574	1.21169	0.33902	0.41382	0.0	0.22884	0.0	1.31683	3.49371	2.38392	1.75838	0.32231	0.46783	0.0	0.0	1.3129	0.11063	2.13945	0.01001	0.0	0.02507	0.0	0.37822	0.0	0.69812	0.0	4.41686	0.37255	1.68769	0.19543	0.0	0.72288	0.00541	0.0	0.0	0.01238	1.63071	4.79569	0.00339	2.3399	0.0	0.4826	3.12083	0.40145	0.0	0.44243	2.38133	0.0	0.0	0.0	0.00082	0.27387	1.03693	0.77188	0.6783
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.02583	0.0	0.00054	1.91864	0.00684	3.47529	0.10486	0.0123	0.01476	0.04802	0.16527	0.17186	0.98794	0.01711	0.13355	0.0	0.0	0.20405	0.0	0.0	0.50933	0.24393	0.02136	0.0	0.0	0.17557	0.16678	0.0	0.04478	0.0	0.0	0.0	0.08535	0.0	0.17244	0.0	0.0	0.15562	0.15698	0.00731	0.06918	0.03718	0.09324	0.0	2.92295	0.00226	0.0226	0.12916	0.0	0.24158	0.05385	0.88416	0.09908	0.12902	0.03748	0.0	0.0143	0.11107	0.13209	0.12178	0.03428	0.0	0.0	0.00234	0.46644	1.57813	0.0	0.34038	0.29887	0.04577	0.03696	0.00528	0.02133	0.0	0.07473	0.07388	1.0351	0.05051	0.2549	0.1561	0.16461	0.0	0.00679	0.10981	0.0	0.0	0.0	0.07568	0.08512	0.00889	0.02494	0.0	0.01489	0.22056	0.00394	0.8987	0.1006	0.42891	0.07816	0.00144	0.0	0.02198	0.0	0.0	0.0	0.0	0.11292	0.0	0.0	0.0	0.0	0.20359	0.69821	0.0	1.24738	0.0897	0.43238	0.43526	0.24103	0.0	0.0	0.15052	0.0	0.03894	0.26876
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.13438	0.0	0.00237	0.0	1.14274	0.0	0.51266	0.17346	0.0	0.06862	0.0	0.26781	0.0	0.00126	0.02944	1.21386	0.0	0.10666	0.05603	0.24187	0.0	0.12986	0.50714	0.0	0.28472	1.07787	0.0	0.0	0.0297	0.00163	0.05961	0.0	0.21563	0.0	0.45232	0.0	0.0	0.02212	0.1513	0.10046	0.02225	0.0	0.13665	0.0	0.0	0.06747	0.13731	0.46297	0.0	0.0	0.06948	0.87804	0.0	0.08795	0.0	0.0	0.00081	0.0	0.0	0.01433	0.14347	0.00982	0.0	0.0	0.12143	0.80638	0.77982	0.2881	0.0	0.00557	0.02842	0.26124	0.24221	0.0	0.27575	0.1501	1.65333	0.0	0.69785	0.05261	0.1899	0.10247	0.23975	0.08731	0.67218	0.0	0.01784	0.01544	0.34449	0.0	0.04624	0.0	0.05137	0.19108	0.10511	0.0	0.14004	0.07871	0.00178	0.7226	0.05514	0.02894	0.0	0.0	0.01084	0.00584	0.0	0.07647	0.0	0.14672	0.0	0.08972	0.0	0.12902	0.0	0.01194	0.73671	0.0	0.20654	0.0	0.05659	0.15962	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.69053	0.07496	1.02937	0.51488	0.51843	0.45977	0.26977	0.54793	0.0	0.44908	0.0	0.67742	0.0	0.90376	0.7007	1.25607	0.28087	0.1251	0.32237	0.0	0.45292	0.17354	0.0	0.0	0.0	1.08872	1.24165	0.0	0.80891	0.05542	0.12202	0.03967	0.33861	0.81749	0.61389	0.44608	0.53535	0.41026	0.27364	0.29404	0.13829	0.55733	0.34499	0.0	0.0	0.1081	0.42332	0.55263	0.0	0.3447	0.29437	0.42517	0.4809	0.41965	0.66859	0.0	0.00478	0.01551	0.19404	1.09345	0.30385	0.55987	0.0161	0.44553	0.38513	0.0	0.81337	1.19213	0.90195	0.58654	0.50916	0.22222	0.90599	0.0552	1.25756	0.7481	1.05104	0.90167	0.0	0.41612	0.78475	0.15738	0.24972	0.65445	0.23452	0.31516	0.14603	0.55566	0.4686	0.05522	0.16092	0.0	0.26254	0.17561	0.25563	0.0	0.90176	0.47762	0.27102	1.70351	0.43989	0.60681	0.0	0.12823	0.05512	0.35571	0.63266	0.69738	0.89059	0.35992	0.4523	0.26785	0.93951	0.46835	0.0	0.15069	0.701	0.15217	0.44379	0.9063	0.20088	0.42276	0.80304	0.0	0.78365
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.25873	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.08211	0.0	0.83426	0.0	0.08758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.84487	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21351	0.0	0.0	0.0	0.0	0.0	0.19714	0.0	0.0	0.02518	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.38676	1.5637	0.00833	0.0	0.0	0.0	0.0	0.0	14.9644	0.0	0.00825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.01388	0.0	0.0	0.0	0.0	0.0	0.0	0.19975	0.0	8.11173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.0	0.0	0.0	0.12092	0.0	0.0	0.02757	0.0	0.0	0.0	0.02128	0.0	0.0	0.0	0.0	0.0	0.07499	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00906	0.0	0.12881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.00918	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
